file_name,start_frame,duration_frame
15_carlos_0_73_73,1674,314
15_carlos_0_81_81,0,352
15_carlos_0_81_81,352,352
15_carlos_0_81_81,704,337
15_carlos_0_81_81,1042,354
15_carlos_0_81_81,1396,359
15_carlos_0_81_81,1755,350
15_carlos_0_81_81,2105,350
15_carlos_0_87_87,0,346
15_carlos_0_87_87,346,308
15_carlos_0_87_87,655,307
15_carlos_0_87_87,961,347
15_carlos_0_87_87,1308,322
15_carlos_0_87_87,1630,308
15_carlos_0_87_87,1937,334
15_carlos_0_87_87,2271,236
15_carlos_0_95_95,0,332
15_carlos_0_95_95,332,342
15_carlos_0_95_95,674,331
15_carlos_0_95_95,1005,278
15_carlos_0_95_95,1282,329
15_carlos_0_95_95,1612,348
16_jorge_0_103_103,0,351
16_jorge_0_103_103,351,348
16_jorge_0_103_103,699,273
16_jorge_0_103_103,972,326
16_jorge_0_103_103,1298,354
16_jorge_0_111_111,0,324
16_jorge_0_111_111,324,322
16_jorge_0_111_111,646,266
16_jorge_0_111_111,911,326
16_jorge_0_111_111,1238,262
16_jorge_0_1_1,0,316
16_jorge_0_1_1,316,301
16_jorge_0_1_1,618,349
16_jorge_0_1_1,967,218
16_jorge_0_1_1,1185,327
16_jorge_0_2_2,0,334
16_jorge_0_2_2,334,271
16_jorge_0_2_2,606,298
16_jorge_0_2_2,903,260
16_jorge_0_2_2,1164,341
16_jorge_0_2_2,1505,235
16_jorge_0_65_65,0,336
16_jorge_0_65_65,336,285
16_jorge_0_65_65,621,240
16_jorge_0_65_65,861,285
16_jorge_0_73_73,0,344
16_jorge_0_73_73,344,331
16_jorge_0_73_73,674,338
16_jorge_0_81_81,0,296
16_jorge_0_81_81,296,292
16_jorge_0_81_81,588,302
16_jorge_0_81_81,889,304
16_jorge_0_81_81,1193,307
16_jorge_0_87_87,0,346
16_jorge_0_87_87,346,313
16_jorge_0_87_87,659,358
16_jorge_0_87_87,1016,333
16_jorge_0_87_87,1349,287
16_jorge_0_95_95,0,305
16_jorge_0_95_95,305,337
16_jorge_0_95_95,642,308
16_jorge_0_95_95,950,321
17_itoi_0_103_103,0,329
17_itoi_0_103_103,329,350
17_itoi_0_103_103,680,353
17_itoi_0_103_103,1033,358
17_itoi_0_103_103,1391,297
17_itoi_0_103_103,1688,259
17_itoi_0_103_103,1947,350
17_itoi_0_111_111,0,345
17_itoi_0_111_111,345,288
17_itoi_0_111_111,633,274
17_itoi_0_111_111,907,331
17_itoi_0_111_111,1238,327
17_itoi_0_111_111,1565,345
17_itoi_0_111_111,1910,319
17_itoi_0_111_111,2229,321
17_itoi_0_1_1,0,231
17_itoi_0_1_1,231,346
17_itoi_0_1_1,578,346
17_itoi_0_1_1,924,286
17_itoi_0_1_1,1210,350
17_itoi_0_1_1,1561,236
17_itoi_0_1_1,1797,316
17_itoi_0_1_1,2113,353
17_itoi_0_2_2,0,356
17_itoi_0_2_2,356,321
17_itoi_0_2_2,677,349
17_itoi_0_2_2,1026,296
17_itoi_0_2_2,1322,277
17_itoi_0_2_2,1599,251
17_itoi_0_2_2,1850,342
17_itoi_0_2_2,2192,339
17_itoi_0_65_65,0,284
17_itoi_0_65_65,284,328
17_itoi_0_65_65,612,294
17_itoi_0_65_65,906,264
17_itoi_0_65_65,1171,322
17_itoi_0_65_65,1492,360
17_itoi_0_65_65,1869,326
17_itoi_0_65_65,2195,355
17_itoi_0_73_73,0,251
17_itoi_0_73_73,251,296
17_itoi_0_73_73,546,350
17_itoi_0_73_73,897,313
17_itoi_0_73_73,1209,266
17_itoi_0_73_73,1475,325
17_itoi_0_81_81,0,356
17_itoi_0_81_81,356,343
17_itoi_0_81_81,700,338
17_itoi_0_81_81,1037,351
17_itoi_0_81_81,1388,355
17_itoi_0_81_81,1744,356
17_itoi_0_87_87,0,299
17_itoi_0_87_87,299,325
17_itoi_0_87_87,624,358
17_itoi_0_87_87,982,340
17_itoi_0_87_87,1321,316
17_itoi_0_87_87,1637,310
17_itoi_0_87_87,1948,297
17_itoi_0_87_87,2245,273
17_itoi_0_95_95,0,315
17_itoi_0_95_95,315,290
17_itoi_0_95_95,605,287
17_itoi_0_95_95,892,345
17_itoi_0_95_95,1238,358
17_itoi_0_95_95,1596,349
18_daiki_0_103_103,0,354
18_daiki_0_103_103,354,300
18_daiki_0_103_103,654,304
18_daiki_0_103_103,958,353
18_daiki_0_103_103,1311,323
18_daiki_0_103_103,1634,322
18_daiki_0_103_103,1956,350
18_daiki_0_103_103,2306,334
18_daiki_0_111_111,0,331
18_daiki_0_111_111,331,346
18_daiki_0_111_111,677,333
18_daiki_0_111_111,1010,328
18_daiki_0_111_111,1338,356
18_daiki_0_111_111,1694,278
18_daiki_0_111_111,1972,278
18_daiki_0_1_1,0,304
18_daiki_0_1_1,304,359
18_daiki_0_1_1,663,330
18_daiki_0_1_1,993,331
18_daiki_0_1_1,1324,343
18_daiki_0_1_1,1667,343
18_daiki_0_2_2,0,348
18_daiki_0_2_2,348,335
18_daiki_0_2_2,683,334
18_daiki_0_2_2,1016,275
18_daiki_0_2_2,1292,303
18_daiki_0_2_2,1594,351
18_daiki_0_2_2,1945,336
18_daiki_0_2_2,2282,238
18_daiki_0_65_65,0,219
18_daiki_0_65_65,219,356
18_daiki_0_65_65,575,357
18_daiki_0_65_65,932,314
18_daiki_0_65_65,1246,350
18_daiki_0_65_65,1595,265
18_daiki_0_73_73,0,348
18_daiki_0_73_73,348,300
18_daiki_0_73_73,648,302
18_daiki_0_73_73,950,287
18_daiki_0_73_73,1236,323
18_daiki_0_73_73,1560,240
18_daiki_0_81_81,0,277
18_daiki_0_81_81,277,347
18_daiki_0_81_81,624,337
18_daiki_0_81_81,961,299
18_daiki_0_81_81,1260,335
18_daiki_0_81_81,1594,313
18_daiki_0_81_81,1908,282
18_daiki_0_87_87,0,337
18_daiki_0_87_87,337,330
18_daiki_0_87_87,668,354
18_daiki_0_87_87,1021,320
18_daiki_0_87_87,1342,336
18_daiki_0_87_87,1678,349
18_daiki_0_87_87,2026,300
18_daiki_0_87_87,2326,341
18_daiki_0_95_95,0,288
18_daiki_0_95_95,288,341
18_daiki_0_95_95,630,360
18_daiki_0_95_95,1006,351
18_daiki_0_95_95,1357,359
1_wayne_0_103_103,0,274
1_wayne_0_103_103,274,332
1_wayne_0_103_103,606,339
1_wayne_0_103_103,945,315
1_wayne_0_103_103,1260,350
1_wayne_0_103_103,1610,348
1_wayne_0_111_111,0,231
1_wayne_0_111_111,231,267
1_wayne_0_111_111,498,350
1_wayne_0_111_111,848,323
1_wayne_0_111_111,1171,355
1_wayne_0_111_111,1526,277
1_wayne_0_1_1,0,271
1_wayne_0_1_1,271,339
1_wayne_0_1_1,610,286
1_wayne_0_1_1,896,298
1_wayne_0_1_1,1194,347
1_wayne_0_1_1,1541,346
1_wayne_0_2_2,0,284
1_wayne_0_2_2,284,335
1_wayne_0_2_2,619,308
1_wayne_0_2_2,927,266
1_wayne_0_2_2,1192,305
1_wayne_0_2_2,1497,348
1_wayne_0_2_2,1845,345
1_wayne_0_3_3,0,264
1_wayne_0_3_3,264,334
1_wayne_0_3_3,598,290
1_wayne_0_3_3,888,310
1_wayne_0_3_3,1198,353
1_wayne_0_3_3,1550,335
1_wayne_0_3_3,1886,304
1_wayne_0_4_4,0,352
1_wayne_0_4_4,352,340
1_wayne_0_4_4,692,342
1_wayne_0_4_4,1035,322
1_wayne_0_4_4,1357,309
1_wayne_0_4_4,1666,331
1_wayne_0_5_5,0,212
1_wayne_0_5_5,212,304
1_wayne_0_5_5,516,310
1_wayne_0_5_5,826,360
1_wayne_0_5_5,1196,270
1_wayne_0_5_5,1466,285
1_wayne_0_5_5,1750,320
1_wayne_0_65_65,0,295
1_wayne_0_65_65,295,248
1_wayne_0_65_65,543,321
1_wayne_0_65_65,865,349
1_wayne_0_65_65,1214,277
1_wayne_0_65_65,1491,272
1_wayne_0_6_6,0,344
1_wayne_0_6_6,344,274
1_wayne_0_6_6,617,302
1_wayne_0_6_6,919,248
1_wayne_0_6_6,1168,314
1_wayne_0_6_6,1481,348
1_wayne_0_73_73,0,358
1_wayne_0_73_73,358,338
1_wayne_0_73_73,696,344
1_wayne_0_73_73,1040,340
1_wayne_0_7_7,0,298
1_wayne_0_7_7,298,278
1_wayne_0_7_7,576,353
1_wayne_0_7_7,929,327
1_wayne_0_7_7,1256,334
1_wayne_0_7_7,1589,246
1_wayne_0_81_81,0,324
1_wayne_0_81_81,324,304
1_wayne_0_81_81,629,232
1_wayne_0_81_81,861,263
1_wayne_0_81_81,1124,291
1_wayne_0_81_81,1416,350
1_wayne_0_81_81,1766,276
1_wayne_0_81_81,2042,358
1_wayne_0_87_87,0,284
1_wayne_0_87_87,284,310
1_wayne_0_87_87,594,265
1_wayne_0_87_87,859,329
1_wayne_0_87_87,1188,276
1_wayne_0_87_87,1464,336
1_wayne_0_87_87,1800,320
1_wayne_0_87_87,2120,280
1_wayne_0_8_8,0,359
1_wayne_0_8_8,359,310
1_wayne_0_8_8,669,356
1_wayne_0_8_8,1025,251
1_wayne_0_8_8,1276,318
1_wayne_0_8_8,1594,346
1_wayne_0_8_8,1939,251
1_wayne_0_95_95,0,307
1_wayne_0_95_95,307,318
1_wayne_0_95_95,625,305
1_wayne_0_95_95,930,277
1_wayne_0_95_95,1207,353
20_li_0_103_103,0,233
20_li_0_103_103,233,349
20_li_0_103_103,582,351
20_li_0_103_103,933,331
20_li_0_103_103,1264,283
20_li_0_103_103,1546,345
20_li_0_103_103,1892,354
20_li_0_103_103,2245,334
20_li_0_103_103,2579,211
20_li_0_111_111,0,308
20_li_0_111_111,308,339
20_li_0_111_111,647,341
20_li_0_111_111,989,329
20_li_0_111_111,1318,334
20_li_0_111_111,1652,344
20_li_0_111_111,1996,314
20_li_0_1_1,0,285
20_li_0_1_1,285,276
20_li_0_1_1,561,357
20_li_0_1_1,918,344
20_li_0_1_1,1262,273
20_li_0_1_1,1535,347
20_li_0_1_1,1882,342
20_li_0_2_2,0,357
20_li_0_2_2,357,345
20_li_0_2_2,702,354
20_li_0_2_2,1056,333
20_li_0_2_2,1389,339
20_li_0_2_2,1728,296
20_li_0_2_2,2024,315
20_li_0_2_2,2340,210
20_li_0_65_65,0,351
20_li_0_65_65,351,350
20_li_0_65_65,701,323
20_li_0_65_65,1024,306
20_li_0_65_65,1330,310
20_li_0_65_65,1640,357
20_li_0_65_65,1997,280
20_li_0_73_73,0,343
20_li_0_73_73,343,338
20_li_0_73_73,681,320
20_li_0_73_73,1001,309
20_li_0_73_73,1310,280
20_li_0_73_73,1590,270
20_li_0_81_81,0,346
20_li_0_81_81,346,322
20_li_0_81_81,668,312
20_li_0_81_81,980,358
20_li_0_81_81,1338,216
20_li_0_81_81,1554,329
20_li_0_81_81,1883,312
20_li_0_81_81,2195,295
20_li_0_87_87,0,360
20_li_0_87_87,410,335
20_li_0_87_87,745,264
20_li_0_87_87,1009,247
20_li_0_87_87,1255,266
20_li_0_87_87,1522,318
20_li_0_87_87,1840,289
20_li_0_87_87,2129,274
20_li_0_87_87,2402,335
20_li_0_95_95,0,344
20_li_0_95_95,344,306
20_li_0_95_95,650,302
20_li_0_95_95,952,348
20_li_0_95_95,1301,317
20_li_0_95_95,1618,274
21_ayana_0_103_103,0,346
21_ayana_0_103_103,346,320
21_ayana_0_103_103,667,302
21_ayana_0_103_103,968,350
21_ayana_0_103_103,1318,297
21_ayana_0_103_103,1615,352
21_ayana_0_103_103,1967,253
21_ayana_0_111_111,0,325
21_ayana_0_111_111,325,305
21_ayana_0_111_111,630,323
21_ayana_0_111_111,953,283
21_ayana_0_111_111,1236,317
21_ayana_0_111_111,1554,310
21_ayana_0_65_65,0,360
21_ayana_0_65_65,362,290
21_ayana_0_65_65,652,360
21_ayana_0_65_65,1012,213
21_ayana_0_65_65,1225,261
21_ayana_0_73_73,0,252
21_ayana_0_73_73,252,346
21_ayana_0_73_73,598,312
21_ayana_0_73_73,910,330
21_ayana_0_73_73,1240,290
21_ayana_0_81_81,0,236
21_ayana_0_81_81,236,349
21_ayana_0_81_81,585,303
21_ayana_0_81_81,888,326
21_ayana_0_81_81,1214,350
21_ayana_0_81_81,1564,356
21_ayana_0_87_87,0,322
21_ayana_0_87_87,322,353
21_ayana_0_87_87,675,346
21_ayana_0_87_87,1021,332
21_ayana_0_87_87,1353,311
21_ayana_0_87_87,1664,327
21_ayana_0_87_87,1991,327
21_ayana_0_87_87,2318,262
21_ayana_0_95_95,0,348
21_ayana_0_95_95,348,315
21_ayana_0_95_95,663,347
21_ayana_0_95_95,1010,309
21_ayana_0_95_95,1319,289
21_ayana_0_95_95,1608,342
22_luqi_0_103_103,0,339
22_luqi_0_103_103,339,348
22_luqi_0_103_103,687,356
22_luqi_0_103_103,1043,314
22_luqi_0_103_103,1356,288
22_luqi_0_103_103,1644,345
22_luqi_0_103_103,1989,348
22_luqi_0_111_111,0,350
22_luqi_0_111_111,350,341
22_luqi_0_111_111,691,356
22_luqi_0_111_111,1046,345
22_luqi_0_111_111,1391,318
22_luqi_0_111_111,1708,347
22_luqi_0_111_111,2056,224
22_luqi_0_1_1,0,315
22_luqi_0_1_1,315,274
22_luqi_0_1_1,590,338
22_luqi_0_1_1,927,322
22_luqi_0_1_1,1249,329
22_luqi_0_1_1,1579,343
22_luqi_0_1_1,1922,268
22_luqi_0_2_2,0,355
22_luqi_0_2_2,355,327
22_luqi_0_2_2,682,346
22_luqi_0_2_2,1028,349
22_luqi_0_2_2,1377,316
22_luqi_0_2_2,1693,348
22_luqi_0_2_2,2042,332
22_luqi_0_65_65,0,242
22_luqi_0_65_65,242,329
22_luqi_0_65_65,571,292
22_luqi_0_65_65,863,353
22_luqi_0_65_65,1216,325
22_luqi_0_73_73,0,346
22_luqi_0_73_73,346,324
22_luqi_0_73_73,670,345
22_luqi_0_73_73,1015,351
22_luqi_0_73_73,1366,284
22_luqi_0_81_81,0,292
22_luqi_0_81_81,292,317
22_luqi_0_81_81,609,357
22_luqi_0_81_81,966,357
22_luqi_0_81_81,1324,344
22_luqi_0_81_81,1668,339
22_luqi_0_87_87,0,328
22_luqi_0_87_87,328,353
22_luqi_0_87_87,681,350
22_luqi_0_87_87,1031,319
22_luqi_0_87_87,1350,334
22_luqi_0_87_87,1684,316
22_luqi_0_87_87,2001,337
22_luqi_0_95_95,0,353
22_luqi_0_95_95,353,339
22_luqi_0_95_95,692,317
22_luqi_0_95_95,1009,358
22_luqi_0_95_95,1367,315
22_luqi_0_95_95,1682,268
23_hailing_0_103_103,0,302
23_hailing_0_103_103,302,302
23_hailing_0_103_103,605,269
23_hailing_0_103_103,874,304
23_hailing_0_103_103,1178,322
23_hailing_0_103_103,1500,319
23_hailing_0_103_103,1819,228
23_hailing_0_103_103,2047,263
23_hailing_0_111_111,0,340
23_hailing_0_111_111,340,351
23_hailing_0_111_111,692,322
23_hailing_0_111_111,1014,238
23_hailing_0_111_111,1252,356
23_hailing_0_111_111,1609,330
23_hailing_0_111_111,1938,282
23_hailing_0_1_1,0,242
23_hailing_0_1_1,242,346
23_hailing_0_1_1,589,353
23_hailing_0_1_1,942,322
23_hailing_0_1_1,1264,343
23_hailing_0_1_1,1607,339
23_hailing_0_1_1,1946,314
23_hailing_0_2_2,0,334
23_hailing_0_2_2,334,345
23_hailing_0_2_2,679,358
23_hailing_0_2_2,1037,291
23_hailing_0_2_2,1328,303
23_hailing_0_2_2,1631,312
23_hailing_0_2_2,1943,279
23_hailing_0_65_65,0,323
23_hailing_0_65_65,323,360
23_hailing_0_65_65,683,314
23_hailing_0_65_65,997,291
23_hailing_0_65_65,1288,310
23_hailing_0_81_81,0,278
23_hailing_0_81_81,278,351
23_hailing_0_81_81,629,334
23_hailing_0_81_81,964,293
23_hailing_0_81_81,1257,349
23_hailing_0_81_81,1606,287
23_hailing_0_87_87,0,342
23_hailing_0_87_87,342,347
23_hailing_0_87_87,689,282
23_hailing_0_87_87,971,346
23_hailing_0_87_87,1317,244
23_hailing_0_87_87,1562,342
23_hailing_0_87_87,1904,313
23_hailing_0_95_95,0,354
23_hailing_0_95_95,354,327
23_hailing_0_95_95,681,353
23_hailing_0_95_95,1034,264
23_hailing_0_95_95,1298,350
23_hailing_0_95_95,1648,272
24_kexin_0_103_103,0,347
24_kexin_0_103_103,347,337
24_kexin_0_103_103,684,326
24_kexin_0_103_103,1010,343
